Reference ;Name;Status;Address 1;Address 2;Address 3;City;State;Postal Code;Country;Time Zone;Parent Customer;Default Freight Terms;Freight Billable Party;Supports Billable Rating?;Supports Manual Billable Rate?;Billable Methods;Default Billable Method;Default Trans. Currency;Bill Canadian Taxes?;Bill Value Added Taxes?;Supports Billable Invoicing?;Requires POD?;Shipment Consolidation;Geography Consolidation
3000021308;PLANTEX SEMBADA INTERNATIONAL ,PT;ENABLED;BELLEZZA OFFICE TOWER 7TH FLOOR, JL. LETDJEN SOEPE;;;JAKARTA SELATAN;JK;12210;ID;Asia/Jakarta;3000021308;;3000021308;YES;NO;EXIM_PSI_M;;IDR;NO;No;YES;NO;Do Not Allow;None
3000016115;PLANTSAFE FERTILIZER INDONESIA;ENABLED;JL. AMAL LUHUR LINK VIII NO.119;DWI KORA, MEDAN HELVETIA;MEDAN,;MEDAN;SU;;ID;Asia/Jakarta;3000016115;;3000016115;YES;NO;EXIM_PFIMD;;IDR;NO;No;YES;NO;Do Not Allow;None
3000018549;PRADANA KIRANA;ENABLED;;;;JAKARTA;JK;;ID;Asia/Jakarta;3000018549;;;NO;;;;;;;NO;;;
3000007612;PRIMA MAS MAKMUR;ENABLED;;;;JAKARTA;JK;;ID;Asia/Jakarta;3000007612;;3000007612;YES;NO;EXIM_PMM(T,PMM(TO);;IDR;NO;No;YES;YES;Allow;Both
3000021244;PRIMADANI WIBISONO;ENABLED;JL URIP SUMOHARJO NO 3;RT 02 RW 01;KUDU, KERTOSONO;NGANJUK;JI;64314;ID;Asia/Jakarta;3000021244;;3000021244;YES;NO;PWB_SBYTRI;;IDR;NO;No;YES;YES;Allow;Both
3000016669;PT ABC KOGEN DAIRY;ENABLED;GEDUNG MENARA IMPERIUM LT. 17 SUITE C (LT.17/C);JL. HR.RASUNA SAID KAVLING 1;KEL.GUNTUR KEC.SETIABUDI;JAKARTA SELATAN;JK;12980;ID;Asia/Jakarta;3000016669;;3000016669;YES;YES;ABC(RENTAL,ABC(RV),ABC(TO);;IDR;NO;No;YES;YES;Allow;Destination
3000016547;PT ACE LIVING CONCEPT;ENABLED;GEDUNG KAWAN LAMA;JALAN PURI KENCANA NO. 1, KEMBANGAN;JAKARTA BARAT;JAKARTA BARAT;JK;11610;ID;Asia/Jakarta;3000016547;;3000016547;YES;NO;EXIM_ACE(T;;IDR;NO;No;YES;YES;Allow;Both
3000019596;PT ADYA MANDALA PERSADA;ENABLED;JL JAMBI NO 32;DARMO WONOKROMO;;SURABAYA;JI;60241;ID;Asia/Jakarta;3000019596;;3000019596;YES;NO;AMP_SBYTR;;IDR;NO;No;YES;YES;Allow;Both
3000000215;PT AJINOMOTO INDONESIA;ENABLED;JL. LAKSDA YOS SUDARSO NO. 77-78;SUNTER AGUNG - TANJUNG PRIOK;JAKARTA UTARA;JAKARTA UTARA;JK;14360;ID;Asia/Jakarta;3000000215;;3000000215;YES;YES;AOI(TO),AOI_SBY(TR;MANUALLY CREATED;IDR;NO;No;YES;YES;Allow;None
3000000217;PT AJINOMOTO SALES INDONESIA;ENABLED;JL. LAKSDA YOS SUDARSO 77-78;SUNTER JAYA;DKI JAKARTA;DKI JAKARTA;JK;14350;ID;Asia/Jakarta;3000000217;;3000000217;YES;YES;AJI(TO),AJI_SBYTRI;;IDR;NO;No;YES;YES;Allow;None
3000000323;PT ANCOL TERANG METAL PRINTING;ENABLED;JL ANCOL IX NO 7 RT 006 RW 001;KELURAHAN ANCOL KECAMATAN PADEMANGAN;JAKARTA UTARA;JAKARTA UTARA;JK;14430;ID;Asia/Jakarta;3000000323;;3000000323;YES;NO;ATP(TO),EXIM_ATM;;IDR;NO;No;YES;YES;Allow;Both
3000008928;PT ANUGERAH MORTAR ABADI;ENABLED;KP. CIKUDA RT.001 RW.007;WANAHERANG GUNUNG PUTRI  BOGOR;JAWA BARAT;JAWA BARAT;JB;16965;ID;Asia/Jakarta;3000008928;;3000008928;YES;NO;AMA(KG),AMA(RENTAL,AMA(TR),AMA(TRIP),AMA(TO),AMA_SBYTR,AMA_SBYTRI;;IDR;NO;No;YES;YES;Allow;Both
3000019640;PT AZELIS INDONESIA DISTRIBUSI;ENABLED;BLUGREEN BOUTIQUE, LANTAI 8;UNIT A-BLUE LINGKARAN LUAR BARAT NO 88;KEL. KEMBANGAN UTARA, KEC. KEMBANGAN;JAKARTA BARAT;JK;11750;ID;Asia/Jakarta;3000019640;;3000019640;YES;NO;AID(TO),AID_MDN(TO,AID_SBYTRI,EXIM_AID(T,EXIM_AIDMD,EXIM_AIDSB;;IDR;NO;No;YES;YES;Allow;Both
3000000709;PT BANK CENTRAL ASIA TBK;ENABLED;JL.M.H THAMRIN NO.1;MENARA BCA, GRAND INDONESIA MENTENG;JAKARTA PUSAT;JAKARTA PUSAT;JK;10230;ID;Asia/Jakarta;3000000709;;3000000709;YES;YES;BCA(RENTAL,BCA(TR);;IDR;NO;No;YES;YES;Allow;None
3000020454;PT BANYU MILI MITRATAMA;ENABLED;JALAN G.OBOS KM.3.5 NO.20;KEL.MENTENG KEC.JEKAN RAYA;;PALANGKARAYA;KT;;ID;Asia/Jakarta;3000020454;;3000020454;YES;NO;EXIM_BMM(T;;IDR;NO;No;YES;YES;Allow;Both
3000008794;PT BATARA ELOK SEMESTA TERPADU;ENABLED;JL. GAMMA MASPION Q NO.2;KAWASAN INDUSTRI MASPION RT.000 RW.000;MANYAR SIDOMUKTI - MANYAR  GRESIK;LAMONGAN;JI;61151;ID;Asia/Jakarta;3000008794;;3000008794;YES;NO;BES_SBYTRI,EXIM_BESSB;;IDR;NO;No;YES;YES;Allow;Both
3000000758;PT BEHN MEYER CHEMICALS;ENABLED;TAMAN TEKNO BSD INDUSTRIAL COMPLEK, SEKTOR XI;JLTEKNO UTAMA BLOK B NO 1 SETU;SETU TANGGERANG SELATAN 15314;BANTEN;BT;15314;ID;Asia/Jakarta;3000000758;;3000000758;YES;NO;BHM(TO),BHM_SBYTRI,EXIM_BHMSB;;IDR;NO;No;YES;YES;Allow;Both
3000018197;PT BINA SINAR AMITY;ENABLED;JL. CAKUNG CILINCING RAYA NO.KM.3, RT.9/RW.8;;;JAKARTA TIMUR;JK;13910;ID;Asia/Jakarta;3000018197;;3000018197;YES;NO;EXIM_BSASB;;IDR;NO;No;YES;YES;Allow;Both
3000001084;PT CAMPINA ICE CREAM INDUSTRY TBK.;ENABLED;RUNGKUT INDUSTRI II/15;TENGGILIS MEJOYO;SURABAYA;SURABAYA;JI;60292;ID;Asia/Jakarta;3000001084;;3000001084;YES;YES;CAM(RENTAL;;IDR;NO;No;YES;YES;Allow;None
3000012147;PT CATALITE INDONESIA;ENABLED;JL. KUPANG JAYA 1/40 RT.001 RW.006;SONO KWIJENAN - SUKO MANUNGGAL;SURABAYA;SURABAYA;JI;60189;ID;Asia/Jakarta;3000012147;;3000012147;YES;YES;CAT(TO);;IDR;NO;No;YES;YES;Allow;None
3000021688;PT CEMARA BINTANG EXPRESS;ENABLED;JL RAYA KLETEK NO 177;KLETEK, TAMAN;;SIDOARJO;JI;61257;ID;Asia/Jakarta;3000021688;;3000021688;YES;NO;CBE_SBYTRI;;IDR;NO;No;YES;YES;Allow;Both
3000001143;PT CHANDRA ASRI PETROCHEMICAL TBK;ENABLED;WISMA BARITO PACIFIC TOWER A LT.7;JL. LETJEND S PARMAN KAV.62-63, SLIP-PALMERAH;JAKARTA BARAT-DKI JAKARTA;JAKARTA;JK;11410;ID;Asia/Jakarta;3000001143;;3000001143;YES;NO;EXIM_CAL;;IDR;NO;No;YES;YES;Allow;None
3000020508;PT CHENG HUA INDONESIA;ENABLED;THE ICON BUSINESS PARK BLOK H NO.9 BSD CITY;;;TANGERANG;BT;;ID;Asia/Jakarta;3000020508;;3000020508;YES;NO;EXIM_CHI(T;;IDR;NO;No;YES;NO;Allow;Both
8000000019;PT CIPTA MAPAN LOGISTIK;ENABLED;JL. IMAM BONJOL KM 49,2 RT/RW 03/07;KALI JAYA CIKARANG BARAT;BEKASI - JAWA BARAT;CIKARANG BARAT;JB;17520;ID;Asia/Jakarta;8000000019;;8000000019;YES;NO;CML(R),CML(TR),CML(ONCALL,CML(TO_VM),PLB(TRIP),CMX(TO),CMX_EXIMSB,CSO_SBY(T),EXIM_CML(T,EXCITTTRIP;;IDR;NO;No;YES;YES;Allow;Destination
3000014688;PT CIPTA MORTAR UTAMA;ENABLED;JL.ISKANDARSYAH RAYA NO.1A RT/RW.002/001;MENARA SENTRAYA LANTAI 21 UNIT A2,A3,A4;JAKARTA SELATAN;JAKARTA SELATAN;JK;12160;ID;Asia/Jakarta;3000014688;;3000014688;YES;YES;CMU(TO);;IDR;NO;No;YES;YES;Allow;Both
3000013943;PT DSM NUTRITIONAL PRODUCT MANUFACTURING;ENABLED;GEDUNG 18 OFFICE PARK, LT 3.;UNIT 3-J, JL. TB . SIMATUPANG NO 18,;;JAKARTA SELATAN;JK;12520;ID;Asia/Jakarta;3000013943;;3000013943;YES;NO;DSM_SBYTRI;;IDR;NO;No;YES;YES;Allow;Both
3000007227;PT ESSAR INDONESIA;ENABLED;BEKASI FAJAR INDUSTRIAL ESTATE;JL. INDUSTRI 3 KAV B-1;CIKARANG BARAT;CIKARANG BARAT;JB;17530;ID;Asia/Jakarta;3000007227;;3000007227;YES;YES;ESS(KG),ESS(KG)BL;;IDR;NO;No;YES;YES;Allow;None
3000021112;PT FAJAR INSAN NUSANTARA;ENABLED;JL.BRIGJEN KATAMSO DALAM NO.58-O AUR,MEDAN MAIMUN;;;KOTA MEDAN;SU;10210;ID;Asia/Jakarta;3000021112;;3000021112;YES;NO;FIN_MDN(TO;;IDR;NO;No;YES;NO;Do Not Allow;None
3000016873;PT FAJAR MITRA INDAH;ENABLED;JL.SETIABUDI SELATAN KAV.10 RT.013 RW.007;GRAHA FAMILYMART LT.3A;JAKARTA SELATAN;JAKARTA SELATAN;JK;12950;ID;Asia/Jakarta;3000016873;;3000016873;YES;YES;;MANUALLY CREATED;IDR;NO;No;YES;YES;Allow;Destination
3000019751;PT GOLDEN STEP INDONESIA;ENABLED;JL RAYA PILANG KM 8 RT.020 RE.010 PILANG WONOAYU;;;SIDOARJO;JI;;ID;Asia/Jakarta;3000019751;;3000019751;YES;NO;EXIM_GSI(T;;IDR;NO;No;YES;YES;Allow;Both
3000015347;PT HANKYU HANSHIN LOGISTICS INDONESIA;ENABLED;JL BALI BLOK O-1-2 17530;KAWASAN INDUSTRI MM2100;BEKASI, JAWA BARAT;CIKARANG BARAT;JB;17530;ID;Asia/Jakarta;3000015347;;3000015347;YES;YES;HHL(TO);;IDR;NO;No;YES;YES;Allow;Destination
3000007314;PT HEXTAR FERTILIZER INDONESIA;ENABLED;JL BATU CEPER RAYA NO 87A. KEL KEBON KELAPA;KEC, GAMBIR, KOTA ADM JAKARTA PUSAT;PROP DKI JAKARTA;JAKARTA;JK;14350;ID;Asia/Jakarta;3000007314;;3000007314;YES;NO;EXIM_HFISB;;IDR;NO;No;YES;YES;Allow;Both
3000018034;PT HIAS RITEL INDONESIA;ENABLED;JL. BOULEVARD BARAT RAYA BLOK XC NO 2A XC 05-06;RT 001 RW 016 KELAPA GADING BARAT;JAKARTA UTARA;JAKARTA UTARA;JK;14240;ID;Asia/Jakarta;3000018034;;3000018034;YES;YES;HRI(TO);;IDR;NO;No;YES;YES;Allow;None
3000008124;PT ILC LOGISTICS INDONESIA;ENABLED;JL. SURYA UTAMA KAV.1-65 C1;KAWASAN INDUSTRI SURYA CIPTA MULYASARI CIAMPEL;KARAWANG JAWA BARAT;KARAWANG;JB;41361;ID;Asia/Jakarta;3000008124;;3000008124;YES;YES;ILC(TRIP),ILC(TO);;IDR;NO;No;YES;YES;Allow;None
3000002443;PT INDAH KIAT PULP & PAPER TBK.;ENABLED;JL MH. THAMRIN NO.51;GEDUNG SINAR MAS LAND PLAZA MENARA 2 LT.7;JAKARTA PUSAT;JAKARTA PUSAT;JK;10350;ID;Asia/Jakarta;3000002443;;3000002443;YES;NO;IKP(RENTAL,IKP(RV),IKP(TR),IKP(TO),IKP(TOK_D),IKP(TOK_P);;IDR;NO;No;YES;YES;Allow;None
3000002496;PT INDOFOOD SUKSES MAKMUR;ENABLED;GEDUNG SUDIRMAN PLAZA INDOFOOD TOWER LT 27,;JL JEND SUDIRMAN KAV 76-78, SETIABUDI;DKI JAKARTA;DKI JAKARTA;JK;12910;ID;Asia/Jakarta;3000002496;;3000002496;YES;NO;EXIM_ISMSB,ISM_SMG(T);;IDR;NO;No;YES;YES;Allow;Both
3000018782;PT INDUSTRI NABATI LESTARI;ENABLED;KOMPLEK KEK SEI MANGKEI KAV-2-3 SEI MANGKEI;BOSAR MALIGAS   SIMALUNGUN SUMATERA UTARA 00000;0;MEDAN;SU;20241;ID;Asia/Jakarta;3000018782;;3000018782;YES;NO;INL_MDN(KG,INL_MDN(TO;;IDR;NO;No;YES;YES;Allow;Both
3000020946;PT INTAN DAYA MANDIRI;ENABLED;MUTIARA GADING RESIDENCE BLOK E. NO 5 KEC. TEMBALA;;;SEMARANG;JT;50272;ID;Asia/Jakarta;3000020946;;3000020946;YES;NO;IDM(TO);;IDR;NO;No;YES;YES;Allow;Both
3000019621;PT INTERCELL MITRA SANTIKA;ENABLED;WIJAYA GRAHA PURI BLOK H NO.18;JL. WIJAYA II PULO;KEBAYORAN BARU;JAKARTA SELATAN;JK;12120;ID;Asia/Jakarta;3000019621;;3000019621;YES;NO;EXIM_IMS;;IDR;NO;No;YES;YES;Allow;None
3000014458;PT ITC ENEX INDONESIA;ENABLED;JL.MALIGI X LOT V -5B;KIIC MARGAKAYA TELUKJAMBE BARAT;KARAWANG JAWA BARAT;KARAWANG;JB;41361;ID;Asia/Jakarta;3000014458;;3000014458;YES;YES;ITC(R);;IDR;NO;No;YES;YES;Allow;Destination
3000019276;PT ITO EN ULTRAJAYA WHOLESALE;ENABLED;TALAVERA SUITE 21ST FLOOR - TALAVERA OFFICE PARK;;JAKARTA SELATAN;CILANDAK;JK;12430;ID;Asia/Jakarta;3000019276;;PT ITO EN ULTRAJAYA WHOLE;YES;NO;IUW(TO);;IDR;NO;No;YES;YES;Allow;Both
3000002698;PT ITOCHU INDONESIA;ENABLED;JL. MH THAMRIN KAV.28-30;THE PLAZA OFFICE TOWER LT.25-26;JAKARTA PUSAT;JAKARTA PUSAT;JK;10350;ID;Asia/Jakarta;3000002698;;3000002698;YES;YES;ITO(ONCALL;;IDR;NO;No;YES;YES;Allow;None
3000002723;PT JADI MAS;ENABLED;DUSUN NGEMBES;MOJOSARI REJO;DRIYOREJO;GRESIK;JI;61177;ID;Asia/Jakarta;3000002723;;3000002723;YES;NO;EXIM_JDMSB;;IDR;NO;No;YES;YES;Allow;Both
3000010143;PT JATIM MUSTIKA SARANA STEEL;ENABLED;JL RUNGKUT INDUSTRI III/2A, SURABAYA;;;SURABAYA;JI;60293;ID;Asia/Jakarta;3000010143;;253644;YES;NO;JMS_SBYTRI;;IDR;NO;No;YES;YES;Allow;Both
3000012293;PT JEBSEN JESSEN INGREDIENTS INDONESIA;ENABLED;GEDUNG GRAHA INTI FAUZI LT.7 JL BUNCIT RAYA NO. 22;PEJATEN BARAT PASAR MINGGU;JAKARTA SELATAN;JAKARTA SELATAN;JK;12510;ID;Asia/Jakarta;3000012293;;3000012293;YES;NO;JJI_MDN(TO;;IDR;NO;No;YES;YES;Allow;None
3000014772;PT KING INDO;ENABLED;JL. TUANKU TAMBUSAI KO. PERGUDANGAN NANGKA;BLOK G NO. 802 RT. 003 RW. 012 DELIMA TAMPAN;0;PEKANBARU;RI;28291;ID;Asia/Jakarta;3000014772;;3000014772;YES;NO;EXIM_KII_M;;IDR;NO;No;YES;YES;Allow;Both
3000020744;PT KOYOTA INTERNASIONAL GRUP;ENABLED;JL. RAYA NAROGONG RT.002/008;KEL. BANTARGEBANG, KEC. BANTARGEBANG;;KOTA BEKASI;JB;17151;ID;Asia/Jakarta;3000020744;;KIG;YES;NO;KIG(TO);;IDR;NO;No;YES;YES;Allow;Both
3000015457;PT KREASI MAS INDAH;ENABLED;JL.RAYA MAYJEN H.E.SUKMA KM.15 RT.002 RW.001;KP CIHERANG PONDOK;BOGOR;BOGOR;JB;16730;ID;Asia/Jakarta;3000015457;;3000015457;YES;NO;KMI(TO);;IDR;NO;No;YES;YES;Allow;Destination
3000003242;PT LAJUPERDANA INDAH;ENABLED;SUDIRMAN PLAZA - INDOFOOD TOWER LT.11;JL. JEND. SUDIRMAN KAV. 76-78 SETIABUDI;;JAKARTA SELATAN;JK;;ID;Asia/Jakarta;3000003242;;3000003242;YES;NO;LPI(TR);;IDR;NO;No;YES;YES;Allow;Both
3000013377;PT LAM SENG HANG RESIN;ENABLED;JL. H.R. RASUNA SAID BLOK X-5 NO. 13;CYBER 2 TOWER LANTAI 31 UNIT F;JAKARTA SELATAN;JAKARTA SELATAN;JK;12950;ID;Asia/Jakarta;3000013377;;3000013377;YES;YES;LAM(TO),LAM_SBY(T);;IDR;NO;No;YES;YES;Allow;Destination
8000000056;PT LAUTAN NATURAL KRIMERINDO;ENABLED;JLRAYA MOJOSARI - PACET KM 4;DESA PESANGGRAHAN;;MOJOKERTO;JI;613833;ID;Asia/Jakarta;8000000056;;8000000056;YES;NO;LNK_SBYTRI;;IDR;NO;No;YES;YES;Allow;Both
8000000062;PT LAUTAN SOLUSI AIRINDO;ENABLED;GEDUNG GRAHA INDRAMAS;JL. AIP II KS TUBUN RAYA NO.77 RT.014 RW.005;SLIPI PALMERAH;JAKARTA BARAT;JK;11410;ID;Asia/Jakarta;8000000062;;8000000062;YES;NO;EXIM_LSA;;IDR;NO;No;YES;YES;Allow;None
8000000025;PT LAUTAN SULFAMAT LESTARI;ENABLED;JL. RW. UDANG NO.75,RW.3;RW. TERATE,KEC. CAKUNG;KOTA JAKARTA TIMUR,JAKARTA;JAKARTA;JK;13920;ID;Asia/Jakarta;8000000025;;8000000025;YES;NO;EXIM_LSL(T;;IDR;NO;No;YES;YES;Allow;Both
8000000017;PT LIKU TELAGA;ENABLED;JLRAYA SUKOMULYO KM 24, SUKOMULYO MANYAR, GRESIK;;;GRESIK;JI;;ID;Asia/Jakarta;8000000017;;8000000017;YES;NO;EXIM_LTGSB,LTG_SBYKG;;IDR;NO;No;YES;YES;Allow;Both
3000015079;PT LNX ILC INDONESIA;ENABLED;JL. SURYA UTAMA KAV C-1;THE MANOR BUILDING 7TH FLOOR;UNIT L7-C & F SURYACIPTA SQUARE;KARAWANG;JB;41363;ID;Asia/Jakarta;3000015079;;3000015079;YES;YES;LNX(RENTAL,LNX(RV);;IDR;NO;No;YES;YES;Allow;Destination
3000020650;PT LOTTE GLOBAL LOGISTICS INDONESIA;ENABLED;GEDUNG ANNEX LT. 3,;JL. LINGKAR LUAR SELATAN KAV. 5-6;CIRACAS;JAKARTA TIMUR;JK;13750;ID;Asia/Jakarta;3000020650;;LGL;YES;NO;LGL(TO);;IDR;NO;No;YES;YES;Allow;Both
8000000012;PT MAHKOTA INDONESIA;ENABLED;JL. RAYA BEKASI KM. 21 RT. 3 / RW. 4,;PEGANGSAAN DUA;KECAMATAN KELAPA GADING;JAKARTA UTARA;JK;14250;ID;Asia/Jakarta;8000000012;;MAI;YES;NO;MAI(TR),MAI(KG);;IDR;NO;No;YES;YES;Allow;Both
3000020794;PT MAMAC DISTRIBUSI INDO;ENABLED;MENARA RAJAWALI GROUND FLOOR;JL DR IDE ANAK AGUNG GDE AGUNG RT.005 RE.002;KUNINGAN TIMUR, SETIABUDI;JAKARTA SELATAN;JK;12950;ID;Asia/Jakarta;3000020794;;3000020794;YES;NO;MDI(TR);;IDR;NO;No;YES;YES;Allow;Both
3000003579;PT MATAHARI SAKTI;ENABLED;JL MARGOMULYO INDUSTRI 1A NO 9-13;RT 1 RW 1, TAMBAK SARIOSO ASEMROWO;;SURABAYA;JI;60183;ID;Asia/Jakarta;3000003579;;;YES;NO;MTS_SBYTRI;;IDR;NO;No;YES;YES;Allow;Both
3000020308;PT MATRA UNIKATAMA;ENABLED;JL WIJAYA I NO 16, PETOGOGA, KEBAYORAN BARU;;;JAKARTA SELATAN;JK;12160;ID;Asia/Jakarta;3000020308;;3000020308;YES;NO;MUT_SBYTRI;;IDR;NO;No;YES;YES;Allow;Both
3000014295;PT MECHMAR JAYA INDUSTRIES;ENABLED;JL. KL Y SUDARSO KM10 KAWASAN INDUSTRI MEDANMABAR;MEDAN DELI  MEDAN SUMATERA UTARA 20242;0;MEDAN;SU;20242;ID;Asia/Jakarta;3000014295;;3000014295;YES;NO;EXIM_MJI_M;;IDR;NO;No;YES;YES;Allow;Both
3000020697;PT MITRA MULIA MAKMUR;ENABLED;JL H.R.M. MANGUNDIPROJO NOMOR 266;;;SIDOARJO;JI;61252;ID;Asia/Jakarta;3000020697;;3000020697;YES;NO;EXIM_MMMSB;;IDR;NO;No;YES;YES;Allow;Both
3000012177;PT MULTI ANEKA PANGAN;ENABLED;DESA CANGKIR, DRIYOREJO,;;;GRESIK;JI;61177;ID;Asia/Jakarta;3000012177;;3000012177;YES;NO;MAP_SBYTRI;;IDR;NO;No;YES;YES;Allow;Both
3000003933;PT MUSIM MAS;ENABLED;JL K.L YOS USDARSO KM 7.8 TANJUNG MULIA;;;MEDAN DELI;SA;20241;ID;Asia/Jakarta;3000003933;;3000003933;YES;NO;EXIM_MUMSB,MUM_MDN(TO;;IDR;NO;No;YES;YES;Allow;Both
3000020226;PT NITTSU LEMO INDONESIA LOGISTIK;ENABLED;JL RAYA CAKUNG CILINCING KAV 14 RT 009 R2W 003;CAKUNG  TIMUR CAKUNG;DKI JAKARTA;DKI JAKARTA;JK;13910;ID;Asia/Jakarta;3000020226;;3000020226;YES;NO;NLI_SBYTRI;;IDR;NO;No;YES;YES;Allow;Both
3000021123;PT NUTRICIA INDONESIA SEJAHTERA;ENABLED;JL RAYA BOGOR KM.26.6 PASAR REBO;JAKARTA TIMUR;;JAKARTA TIMUR;JK;13710;ID;Asia/Jakarta;3000021123;;3000021123;YES;NO;NIS(T);;IDR;NO;No;YES;YES;Allow;Both
3000021350;PT PCC INDONESIA;ENABLED;JL TEBET RAYA NO.16D RT.001 RW.02;KEL.TEBET BARAT KEC.TEBET;;JAKARTA SELATAN;JK;12810;ID;Asia/Jakarta;3000021350;;3000021350;YES;NO;PCC (T);;IDR;NO;No;YES;NO;Allow;Both
8000000520;PT PKG LAUTAN INDONESIA;ENABLED;JL.AIP II KS TUBUN RAYA NO.27;RT 009 RW 005 SLIPI PALMERAH;GEDUNG GRAHA INDRAMAS LANTAI 5;JAKARTA BARAT;JK;11410;ID;Asia/Jakarta;8000000520;;8000000520;YES;NO;EXIM_PKG(T;;IDR;NO;No;YES;YES;Allow;Both
3000019546;PT POLYCHEM UTAMA MAKMUR;ENABLED;JL. SERUNI CC NO. 16 RT.003 RW.009;;;SUKOHARJO;JT;97992;ID;Asia/Jakarta;3000019546;;3000019546;YES;NO;PUM_SMG(TR;;IDR;NO;No;YES;YES;Allow;Both
3000004455;PT POLYTAMA PROPINDO;ENABLED;JL JENDRAL SUDIRMAN KAV 10-11 GD.MIDPLAZA II LT.20;KARET TENGSIN;TANAH ABANG;JAKARTA PUSAT;JK;10220;ID;Asia/Jakarta;3000004455;;11111;YES;NO;EXIM_PTP;EXIM_PTP;USD;NO;No;YES;YES;Do Not Allow;None
3000018032;PT PROPAN RAYA INDUSTRIAL COATING;ENABLED;JL SATRIA RAYA NO. 1D RT. 007 RW. 004;JELAMBAR GROGOL PETAMBURAN;JAKARTA BARAT;JAKARTA BARAT;JK;11460;ID;Asia/Jakarta;3000018032;;3000018032;YES;YES;PRN(TO);MANUALLY CREATED;IDR;NO;No;YES;YES;Allow;Destination
3000004560;PT PUPUK KALIMANTAN TIMUR;ENABLED;JL IR JAMES SIMANJUNTAK NO.01 BONTANG UTARA;;;BONTANG UTARA;KI;;ID;Asia/Jakarta;3000004560;;3000004560;YES;NO;EXIM_PKT(T;;IDR;NO;No;YES;YES;Allow;Both
3000007633;PT QL HASIL LAUT;ENABLED;SEDAYU LAWAS,;BRONDONG;;LAMONGAN;JI;62263;ID;Asia/Jakarta;3000007633;;3000007633;YES;NO;QHL_SBYRTR;;IDR;NO;No;YES;YES;Allow;Both
3000014770;PT RAPIDPLAST INDONESIA;ENABLED;JL. BERBEK INDUSTRI V NO. 10;BERBEK, WARU;;SIDOARJO;JI;61256;ID;Asia/Jakarta;3000014770;;;YES;NO;RPI(TO),RPI_SBY(T);;IDR;NO;No;YES;YES;Allow;Both
3000004648;PT RAPINDO PLASTAMA;ENABLED;JL  RAYA TRAWAS KM7;MOJOREJO PUNGGING;MOJOKERTO;MOJOKERTO;JI;61384;ID;Asia/Jakarta;3000004648;;3000004648;YES;NO;EXIM_RPTSB,RPT_SBYTRI;;IDR;NO;No;YES;YES;Allow;Both
3000017774;PT RB FOOD SUPPLY INDONESIA;ENABLED;JL. HOS COKROAMINOTO NO 81;GEDUNG WISMA ARIA RUANG 104;MENTENG;JAKARTA PUSAT;JK;10310;ID;Asia/Jakarta;3000017774;;3000017774;YES;NO;EXIM_RBF(T,RBF(TO);;IDR;NO;No;YES;YES;Allow;Both
3000004834;PT SAF  INDONUSA;ENABLED;KOMPLEK PURI MUTIASAR BLOK BG NO 5&6 SUNTER AGUNG;TANJUNG PRIOK, JAKARTA UTARA;;DKI JAKARTA;JK;14350;ID;Asia/Jakarta;3000004834;;3000004834;YES;YES;SAF(TO),SAF_SBYTRI;;IDR;NO;No;YES;YES;Allow;Both
3000007662;PT SAMSONITE INDONESIA;ENABLED;JL JEND SUDIRMAN KAV 86;GEDUNG SAHID SUDIRMAN CENTER LT 27;KARET TENGSIN TANAH ABANG;JAKARTA PUSAT;JK;10220;ID;Asia/Jakarta;3000007662;;3000007662;YES;NO;SAM(RENTAL,SAM(RV),SAM(TR),SAM(TO),SAM(TO_PS);;IDR;NO;No;YES;YES;Allow;Both
3000005193;PT SINAR MAS AGRO RESOURCES AND;ENABLED;JL. MH. THAMRIN NO. 51 RT. 09 RW. 04;GEDUNG SINAR MAS LAND PLAZA MENARA 2 LT. 28-30;JAKARTA PUSAT;JAKARTA PUSAT;JK;10350;ID;Asia/Jakarta;3000005193;;3000005193;YES;NO;EXIM_SMR_M,EXIM_SMRSB,SMR(R),SMR(RV),SMR(TR),SMR(TO),SMR_MDN(TO,SMR_SBY(T);;IDR;NO;No;YES;YES;Allow;Both
3000005194;PT SINAR MEADOW INTERNATIONAL INDONESIA;ENABLED;KAWASAN INDUSTRI PULOGADUNG NO 6 BLOK III.S.16-18;JALAN PULOAYANG 1, RW.9, JATINEGARA, KEC. CAKUNG;KOTA JAKARTA TIMUR, DAERAH KHUSUS IBUKOTA JAKARTA;PULOGADUNG;JI;13920;ID;Asia/Jakarta;3000005194;;PT SINAR MEADIW INTERNATI;YES;NO;SME;;IDR;NO;No;YES;YES;Allow;Both
3000013775;PT SINARMAS DISTRIBUSI NUSANTARA;ENABLED;JL.RAWA GIRANG NO.3 KAWASAN INDUSTRI;PULOGADUNG JATINEGARA/CAKUNG;JAKARTA TIMUR;JAKARTA TIMUR;JK;13930;ID;Asia/Jakarta;3000013775;;3000013775;YES;NO;SDN(TRIP),SDN_SBY(T),SDN_SMG(TO;;IDR;NO;No;YES;YES;Allow;Destination
3000019951;PT SKY ENERGY INDONESIA;ENABLED;GRAHA MAS FATMAWATI B\10;JL. FATMAWATI NO.71 RT002/RW005;CIPETE UTARA KEBAYORAN BARU;JAKARTA SELATAN;JK;12410;ID;Asia/Jakarta;3000019951;;3000019951;YES;NO;EXIM_SEI(T;;IDR;NO;No;YES;YES;Do Not Allow;None
