31166,TIV(TRIP_ONCALL),DEFAULT,ALL,TIVCITEUREUP,"TIVCIKARANG BARAT"
31175,TIV(TRIP_ONCALL),DEFAULT,ALL,TIVCICURUG,"TIVKARAWANG TIMUR"
31178,TIV(TRIP_ONCALL),DEFAULT,ALL,TIVGEKBRONG,"TIVKARAWANG TIMUR"
31184,TIV(TRIP_ONCALL),DEFAULT,ALL,"TIVDENPASAR BARAT",TIVCITEUREUP
31257,TIV(TRIP_ONCALL),DEFAULT,ALL,TIVCITEUREUP,"TIVTENGGILIS MEJOYO"
31263,TIV(TRIP_ONCALL),DEFAULT,ALL,TIVCITEUREUP,TIVTANGERANG
31268,TIV(TRIP_ONCALL),DEFAULT,ALL,TIVCITEUREUP,TIVBEKASI
31340,TIV_MDN(RENTAL),DEFAULT,ALL,TIVSUNGGAL(TK),TIVRAHUNING
31348,TIV_MDN(RENTAL),DEFAULT,ALL,TIVSUNGGAL(TK),"TIVRAYA SIMALUNGUN"
31356,TIV_MDN(RENTAL),DEFAULT,ALL,TIVSUNGGAL(TK),"TIVAEK LEDONG"
31367,TIV_MDN(RENTAL),DEFAULT,ALL,TIVSUNGGAL(TK),"TIVAEK LEDONG"
31382,TIV_MDN(RENTAL),DEFAULT,ALL,TIVSUNGGAL(TK),"TIVSEI LEPAN"
31415,TIV_MDN(RENTAL),DEFAULT,ALL,TIVSUNGGAL(TK),"TIVSEI LEPAN"
31417,TIV_MDN(RENTAL),DEFAULT,ALL,TIVSUNGGAL(TK),TIVRAHUNING
31435,TIV_MDN(RENTAL),DEFAULT,ALL,TIVSUNGGAL(TK),"TIVRAYA SIMALUNGUN"
31467,TIV_MDN(RENTAL),DEFAULT,ALL,TIVSUNGGAL(TK),TIVPERBAUNGAN
31469,TIV_MDN(RENTAL),DEFAULT,ALL,TIVSUNGGAL(TK),TIVPERBAUNGAN
31601,TIV_SBY(TRIP),DEFAULT,ALL,TIVBEJI,"TIVPANDAAN PETUNG(BL)"
31617,TIV_SBY(TRIP),DEFAULT,ALL,TIVBEJI,TIVPANDAAN(BL)
31623,TIV_SBY(TRIP),DEFAULT,ALL,"TIVPANDAAN PETUNG",TIVBEJI
31624,TIV_SBY(TRIP),DEFAULT,ALL,"TIVPANDAAN PETUNG",TIVBEJI
31625,TIV_SBY(TRIP),DEFAULT,ALL,TIVPANDAAN,TIVBEJI
31658,TIV_SBY(TRIP),DEFAULT,ALL,TIVRUNGKUT,TIVBEJI
31663,TIV_SBY(TRIP),DEFAULT,ALL,TIVBEJI,"TIVPANDAAN PETUNG(BL)"
31691,TIV_SBY(TRIP),DEFAULT,ALL,TIVPANDAAN,TIVBEJI
31717,TIV_SBY(TRIP),DEFAULT,ALL,TIVBEJI,TIVPANDAAN(BL)
31740,TIV_SBY(TRIP),DEFAULT,ALL,TIVBEJI,TIVRUNGKUT(BL)
31761,TIV_SBY(TRIP),DEFAULT,ALL,"TIVPANDAAN PETUNG",TIVBEJI
31777,TIV_SBY(TRIP),DEFAULT,ALL,TIVPANDAAN,TIVBEJI
31781,TIV_SBY(TRIP),DEFAULT,ALL,TIVRUNGKUT,TIVBEJI
31792,TIV_SBY(TRIP),DEFAULT,ALL,TIVPANDAAN,TIVBEJI
31801,TIV_SBY(TRIP),DEFAULT,ALL,"TIVPANDAAN PETUNG",TIVBEJI
31828,TIV_SBY(TRIP),DEFAULT,ALL,TIVRUNGKUT,TIVBEJI
31835,TIV_SBY(TRIP_ONCALL),DEFAULT,ALL,TIVPANDAAN,"TIVPANDAAN PETUNG (VIA JEMBER)"
31862,TIV_SBY(TRIP_ONCALL),DEFAULT,ALL,"TIVPANDAAN PETUNG",TIVBEJI
31888,TIV_SBY(TRIP_ONCALL),DEFAULT,ALL,TIVPANDAAN,TIVBEJI
31914,TLI(TRIP),DEFAULT,ALL,TLICILEUNGSI,"TLITELUKJAMBE TIMUR"
31933,TLI(TRIP),DEFAULT,ALL,TLICILEUNGSI,TLIPALMERAH
31969,TMD(TRIP_ONCALL),DEFAULT,ALL,"TMDSERANG BARU","TMDCIKARANG SELATAN"
31983,TMD(TRIP_ONCALL),DEFAULT,ALL,TMDCILINCING,"TMDCIKARANG SELATAN"
31986,TMD(TRIP_ONCALL),DEFAULT,ALL,TMDCILINCING,"TMDCIKARANG SELATAN"
31988,TMD(TRIP_ONCALL),DEFAULT,ALL,TMDCILINCING,"TMDCIKARANG SELATAN"
31990,TMD(TRIP_ONCALL),DEFAULT,ALL,TMDCILINCING,"TMDCIKARANG SELATAN"
31992,TMD(TRIP_ONCALL),DEFAULT,ALL,TMDCILINCING,"TMDCIKARANG SELATAN"
32019,TMN(TRIP_ONCALL),DEFAULT,ALL,"TMNCIKARANG BARAT","TMNCIKARANG TIMUR"
32061,ULI(RENTAL),DEFAULT,ALL,ANYWHERE,ANYWHERE
32116,UVS_SMG(TRIP_ONCALL),DEFAULT,ALL,UVSTUGU(1P),UVSKALIDERES
32117,UVS_SMG(TRIP_ONCALL),DEFAULT,ALL,UVSARGOMULYO,"UVSTELUKJAMBE TIMUR(BL)"
32134,UVS_SMG(TRIP_ONCALL),DEFAULT,ALL,UVSNGALIYAN,"DENPASAR BARAT"
32173,WUJ_SBY(TRIP),DEFAULT,ALL,WUJPANDAAN,WUJPECANGAAN
32185,YEI_MDN(TRIP_ONCALL),DEFAULT,ALL,YEITARUMAJAYA,YEIMANDAU
32188,YEI_MDN(TRIP_ONCALL),DEFAULT,ALL,YEITARUMAJAYA,YEIMANDAU
32200,YEI_MDN(TRIP_ONCALL),DEFAULT,ALL,YEITARUMAJAYA,YEIMANDAU
32253,YOK(TRIP_ONCALL),DEFAULT,ALL,"YOKCIKARANG BARAT","YOKKOTABARU CIKAMPEK"
32254,YOK(TRIP_ONCALL),DEFAULT,ALL,"YOKCIKARANG BARAT","YOKKOTABARU CIKAMPEK"
32262,YOK(TRIP_ONCALL),DEFAULT,ALL,"YOKCIKARANG BARAT","YOKKOTABARU CIKAMPEK"
32276,YOK(TRIP_ONCALL),DEFAULT,ALL,"YOKCIKARANG BARAT","YOKKOTABARU CIKAMPEK"
32317,YOK(TRIP_ONCALL),DEFAULT,ALL,"YOKCIKARANG BARAT","YOKKOTABARU CIKAMPEK"
32318,YOK(TRIP_ONCALL),DEFAULT,ALL,"YOKCIKARANG BARAT","YOKKOTABARU CIKAMPEK"
32339,YOK(TRIP_ONCALL),DEFAULT,ALL,"YOKCIKARANG BARAT","YOKKOTABARU CIKAMPEK"
32361,YOK(TRIP_ONCALL),DEFAULT,ALL,"YOKCIKARANG BARAT","YOKKOTABARU CIKAMPEK"
32362,YOK(TRIP_ONCALL),DEFAULT,ALL,"YOKCIKARANG BARAT","YOKKOTABARU CIKAMPEK"
32390,YOK(TRIP_ONCALL),DEFAULT,ALL,"YOKCIKARANG BARAT","YOKKOTABARU CIKAMPEK"
32391,YOK(TRIP_ONCALL),DEFAULT,ALL,"YOKCIKARANG BARAT","YOKKOTABARU CIKAMPEK"
32411,YOK(TRIP_ONCALL),DEFAULT,ALL,"YOKCIKARANG BARAT","YOKKOTABARU CIKAMPEK"
32438,YOK(TRIP_ONCALL),DEFAULT,ALL,"YOKCIKARANG BARAT","YOKKOTABARU CIKAMPEK"
32439,YOK(TRIP_ONCALL),DEFAULT,ALL,"YOKCIKARANG BARAT","YOKKOTABARU CIKAMPEK"
32457,YOK(TRIP_ONCALL),DEFAULT,ALL,"YOKCIKARANG BARAT","YOKKOTABARU CIKAMPEK"
32469,YOK(TRIP_ONCALL),DEFAULT,ALL,"YOKCIKARANG BARAT","YOKKOTABARU CIKAMPEK"
32493,YOK(TRIP_ONCALL),DEFAULT,ALL,"YOKTANJUNG PRIOK(OS)","YOKJAMBI SELATAN(OS)"
32574,YOK_MDN(TRIP_ONCALL),DEFAULT,ALL,"YOKMEDAN BELAWAN",YOKSIAK
32577,YOK_MDN(TRIP_ONCALL),DEFAULT,ALL,"YOKPERCUT SEI TUAN","YOKPASIR PENYU"
32580,YOK_MDN(TRIP_ONCALL),DEFAULT,ALL,"YOKPERCUT SEI TUAN",YOKSIAK
32581,YOK_MDN(TRIP_ONCALL),DEFAULT,ALL,YOKKURANJI,"YOKTALANG KELAPA"
32589,YOK_MDN(TRIP_ONCALL),DEFAULT,ALL,"YOKMEDAN BELAWAN","YOKTILATANG KAMANG"
32607,YOK_MDN(TRIP_ONCALL),DEFAULT,ALL,"YOKTANJUNG MORAWA",YOKMANDAU
32610,YOK_MDN(TRIP_ONCALL),DEFAULT,ALL,"YOKTANJUNG MORAWA","YOKPADANG SIDEMPUAN TENGGARA"
32620,YOK_MDN(TRIP_ONCALL),DEFAULT,ALL,"YOKTANJUNG MORAWA","YOKPADANG SIDEMPUAN TENGGARA"
32626,YOK_MDN(TRIP_ONCALL),DEFAULT,ALL,"YOKTANJUNG MORAWA","YOKPASIR PENYU"
32628,YOK_MDN(TRIP_ONCALL),DEFAULT,ALL,"YOKTANJUNG MORAWA","YOKPADANG SIDEMPUAN TENGGARA"
32630,YOK_MDN(TRIP_ONCALL),DEFAULT,ALL,"YOKTANJUNG MORAWA","YOKPADANG SIDEMPUAN TENGGARA"
32636,YOK_MDN(TRIP_ONCALL),DEFAULT,ALL,"YOKTANJUNG MORAWA",YOKMANDAU
32640,YOK_MDN(TRIP_ONCALL),DEFAULT,ALL,"YOKPERCUT SEI TUAN",YOKMANDAU
32652,YOK_MDN(TRIP_ONCALL),DEFAULT,ALL,"YOKPERCUT SEI TUAN","YOKTILATANG KAMANG"
32657,YOK_MDN(TRIP_ONCALL),DEFAULT,ALL,YOKNANGGALO,"YOKTILATANG KAMANG"
32660,YOK_MDN(TRIP_ONCALL),DEFAULT,ALL,"YOKMEDAN BELAWAN",YOKMANDAU
32663,YRI_BULK(KG),DEFAULT,ALL,YRITARUMAJAYA,YRISONGGOM
32669,ZAP(RENTAL),DEFAULT,ALL,,
