2631,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,"ANADUKUH PAKIS"
2632,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,"ANACIKARANG TIMUR"
2633,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANAPAMIJAHAN
2634,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,"ANAPASAR KEMIS"
2635,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANATANJUNGSARI
2636,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANABOJONGSARI
2637,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANAKOSAMBI
2638,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANACITEUREUP
2639,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANAPAKUHAJI
2640,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANAPAMULANG
2641,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANAPADEMANGAN
2642,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,"ANAMEDAN SATRIA"
2643,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANASAWANGAN
2644,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANACIKUPA
2645,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANATAPOS
2646,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,"ANABABAKAN MADANG"
2647,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANACIPONDOH
2648,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,"ANAPONDOK AREN"
2649,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANACIMANGGIS
2650,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANANGORO
2651,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,"ANATAMBUN SELATAN"
2652,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANACIPAYUNG
2653,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANAPANONGAN
2654,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANABENDA
2655,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,"ANABEKASI SELATAN"
2656,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANAPESANGGRAHAN
2657,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,"ANABOGOR SELATAN"
2658,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANAPALMERAH
2659,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,"ANAGROGOL PETAMBURAN"
2660,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANACILODONG
2661,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANACENGKARENG
2662,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANACISAUK
2663,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANAMAUK
2664,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANATEBET
2665,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANACISOKA
2666,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANASERPONG
2667,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANAKEMIRI
2668,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,"ANASETIA BUDI"
2669,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,"ANASERPONG UTARA"
2670,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,"ANATANJUNG PRIOK"
2671,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,"ANATAMBUN UTARA"
2672,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANAMEGAMENDUNG
2673,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,"ANAPONDOK GEDE"
2674,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANACIJERUK
2675,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,"ANATANAH SEREAL"
2676,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANACISEENG
2677,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANATIGARAKSA
2678,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,"ANACIKARANG UTARA"
2679,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANACIGUDEG
2680,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANAPAGEDANGAN
2681,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANAPADALARANG
2682,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,"ANAGUNUNG SINDUR"
2683,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,"ANAKEDUNG WARINGIN"
2684,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,"ANAKELAPA DUA TANGERANG"
2685,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANABALARAJA
2686,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANAJAYANTI
2687,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,"ANAJENU TUBAN"
2688,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,"ANAMUSTIKA JAYA"
2689,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANACILEDUG
2690,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,"ANAKARANG TENGAH"
2691,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANACIAMPEA
2692,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANACIOMAS
2693,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANAWARU
2694,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANADRIYOREJO
2695,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANAJOMBANG
2696,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANAPATRANG
2697,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANASUKODONO
2698,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANASUMBERSARI
2699,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANAJAGAKARSA
2700,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,"ANAKEBAYORAN BARU"
2701,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,"ANAMAMPANG PRAPATAN"
2702,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANAPANCORAN
2703,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,"ANAPASAR MINGGU"
2704,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANACAKUNG
2705,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANACIRACAS
2706,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANAKOJA
2707,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANALEUWILIANG
2708,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANAJONGGOL
2709,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANATELUKNAGA
2710,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,"ANACIKARANG BARAT"
2711,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANACURUG
2712,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,"ANABOGOR TIMUR"
2713,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,"ANABOGOR UTARA"
2714,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANAPENJARINGAN
2715,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANARAWALUMBU
2716,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANATARUMAJAYA
2717,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANACILEUNGSI
2718,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANACIPUTAT
2719,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANAWIYUNG
2720,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANAKRIAN
2721,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANAKEDUNGWARU
2722,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANASEDATI
2723,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANABLIMBING
2724,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,"ANAMARON PROBOLINGGO"
2725,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANALOWOKWARU
2726,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,"ANACIKARANG PUSAT"
2727,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,"ANACIKARANG SELATAN"
2728,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,"ANAKEBON JERUK"
2729,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANAKEMBANGAN
2730,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANAKEMAYORAN
2731,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,"ANATANAH ABANG"
2732,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANAJATIASIH
2733,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANAKARAWACI
2734,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,"ANAMUARA GEMBONG"
2735,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANACARIU
2736,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANASEPATAN
2737,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,"ANAJATI SAMPURNA"
2738,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANATANGERANG
2739,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,"ANAGUNUNG PUTRI"
2740,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,"ANAKELAPA GADING"
2741,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANAJATINEGARA
2742,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,"ANADUREN SAWIT"
2743,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANACILANDAK
2744,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANARAJEG
2745,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANACISARUA
2746,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,"ANAPARUNG PANJANG"
2747,ANA_SBY(TR),DEFAULT,ALL,ANASIDOARJO,ANABABELAN
2748,ANA_SBY(TRIP_ONCALL),DEFAULT,ALL,ANAKEBOMAS,ANATAMAN
2749,ANA_SBY(TRIP_ONCALL),DEFAULT,ALL,"ANAJENU TUBAN",ANABLIMBING
2750,ANA_SBY(TRIP_ONCALL),DEFAULT,ALL,"ANAJENU TUBAN","ANAGUNUNG PUTRI"
2751,ANA_SBY(TRIP_ONCALL),DEFAULT,ALL,"ANAJENU TUBAN",ANAKLAPANUNGGAL
2752,ANA_SBY(TRIP_ONCALL),DEFAULT,ALL,"ANAJENU TUBAN","ANAGUNUNG PUTRI"
2753,ANA_SBY(TRIP_ONCALL),DEFAULT,ALL,"ANAJENU TUBAN",ANAKLAPANUNGGAL
2754,ANA_SBY(TRIP_ONCALL),DEFAULT,ALL,"ANAJENU TUBAN",ANAWONOCOLO
2755,ANA_SBY(TRIP_ONCALL),DEFAULT,ALL,"ANAJENU TUBAN",ANATAMAN
2756,ANA_SBY(TRIP_ONCALL),DEFAULT,ALL,"ANAJENU TUBAN(1P)",ANAPEDURUNGAN
2757,ANA_SBY(TRIP_ONCALL),DEFAULT,ALL,"ANAJENU TUBAN",ANAPEDURUNGAN
2758,ANA_SBY(TRIP_ONCALL),DEFAULT,ALL,"ANAJENU TUBAN",ANAKRIAN
2759,ANA_SBY(TRIP_ONCALL),DEFAULT,ALL,"ANAJENU TUBAN",ANAKREMBANGAN
2760,ANA_SBY(TRIP_ONCALL),DEFAULT,ALL,"ANAJENU TUBAN(1P)",ANAJEBRES
2761,AOI(TRIP_ONCALL),DEFAULT,ALL,AOICAKUNG,"AOITELUK JAMBE TIMUR"
2762,AOI(TRIP_ONCALL),DEFAULT,ALL,AOICAKUNG,"AOITELUK JAMBE TIMUR"
2763,AOI(TRIP_ONCALL),DEFAULT,ALL,AOICAKUNG,"AOITELUK JAMBE TIMUR"
2764,AOI(TRIP_ONCALL),DEFAULT,ALL,AOICAKUNG,"AOITELUK JAMBE TIMUR"
2865,APR_SMG(TRIP),DEFAULT,ALL,"APRSEMARANG UTARA",APRSIWALAN
2866,APR_SMG(TRIP),DEFAULT,ALL,"APRSEMARANG UTARA",APRJATEN
2877,APR_SMG(TRIP),DEFAULT,ALL,APRTUGU,APRSIWALAN
2881,APR_SMG(TRIP),DEFAULT,ALL,"APRSEMARANG UTARA",APRJATEN
2900,APR_SMG(TRIP),DEFAULT,ALL,APRTUGU,APRJATEN
2907,APR_SMG(TRIP),DEFAULT,ALL,APRTUGU,APRSLEMAN(MERCUPRIMA)
2911,APR_SMG(TRIP),DEFAULT,ALL,APRTUGU,APRMAJALAYA
2951,BAJ(TRIP_ONCALL),DEFAULT,ALL,"BAJCIKARANG SELATAN",BAJCIMANGGUNG
2954,BAJ(TRIP_ONCALL),DEFAULT,ALL,"BAJCIKARANG SELATAN",BAJCIMANGGUNG
2958,BCA(RENTAL),DEFAULT,ALL,,
2974,BCA(TR),DEFAULT,ALL,"BCACIKARANG BARAT","BCABABAKAN MADANG"
3082,BES_SBY(TRIP_ONCALL),DEFAULT,ALL,BESMANYAR,"BESBEJI PASURUAN"
3086,BES_SBY(TRIP_ONCALL),DEFAULT,ALL,BESMANYAR,"BESDUDUK SAMPEYAN"
3116,BSL(TRIP_ONCALL),DEFAULT,ALL,"BSLPASAR KEMIS","BSLGENTENG SURABAYA"
3137,CAM(RENTAL),DEFAULT,ALL,ANYWHERE,ANYWHERE
3172,CCC(TRIP_ONCALL),DEFAULT,ALL,CCCCIKUPA,"CCCCIKARANG SELATAN"
3186,CGI(KG),DEFAULT,ALL,"CGIPURWAKARTA CILEGON","CGIMEDAN SATRIA"
3230,CGI(TRIP_ONCALL),DEFAULT,ALL,"CGIPURWAKARTA CILEGON","CGITANJUNG BINTANG"
3239,CML(RENTAL),DEFAULT,ALL,ANYWHERE,ANYWHERE
3250,CML(TRIP_ONCALL_BP),DEFAULT,ALL,CMLTAMPAN,"CMLMEDAN DELI(BL)"
3251,CML(TRIP_ONCALL_BP),DEFAULT,ALL,"CMLTANJUNG MORAWA",CMLTAMPAN
3260,CML(TRIP_ONCALL_BP),DEFAULT,ALL,"CMLGUDANG KED SUKADANAU(MOVING)","CMLGUDANG KALIJAYA"
7179,CMX(TRIP_ONCALL),DEFAULT,ALL,"CMXCIKARANG BARAT","CMXCIKARANG SELATAN"
7241,DCM(TRIP_ONCALL),DEFAULT,ALL,DCMCIAMPEL,DCMPANYINGKIRAN
7246,DKJ(RENTAL),DEFAULT,ALL,ANYWHERE,ANYWHERE
7268,DKJ(RENTAL_VARIABLE),DEFAULT,ALL,"DKJCIKARANG BARAT","DKJCIKARANG SELATAN"
7282,DKJ(RENTAL_VARIABLE),DEFAULT,ALL,"DKJCIKARANG PUSAT","DKJCIKARANG SELATAN"
7332,DKJ(TRIP_ONCALL),DEFAULT,ALL,"DKJCIKARANG BARAT","DKJCIKARANG SELATAN"
7374,DKJ(TRIP_ONCALL),DEFAULT,ALL,"DKJCIKARANG BARAT","DKJCIKARANG SELATAN"
7375,DKJ(TRIP_ONCALL),DEFAULT,ALL,"DKJCIKARANG BARAT","DKJCIKARANG SELATAN"
7402,DMI(TRIP_ONCALL),DEFAULT,ALL,"DMIGUNUNG PUTRI","DMITAMANSARI BOGOR"
7403,DMS_SMG(TRIP_ONCALL),DEFAULT,ALL,DMSSUKOHARJO,DMSSAMBUNGMACAN
7405,DMT_SMG(TRIP_ONCALL),DEFAULT,ALL,DMTSUKOHARJO,DMTSAMBUNGMACAN
7410,DSI(TRIP_ONCALL),DEFAULT,ALL,DSICIAMPEL,DSIPANYINGKIRAN
7413,DTI(RENTAL),DEFAULT,ALL,ANYWHERE,ANYWHERE
7414,DTI(RENTAL),DEFAULT,ALL,ANYWHERE,ANYWHERE
7431,DTI(RENTAL_VARIABLE),DEFAULT,ALL,"DTICIKARANG BARAT",DTICINAMBO
7432,DTI(RENTAL_VARIABLE),DEFAULT,ALL,"DTICIKARANG BARAT","DTICIKARANG SELATAN"
7451,DTI(RENTAL_VARIABLE),DEFAULT,ALL,"DTICIKARANG BARAT",DTIWARUNGKONDANG
7454,DTI(RENTAL_VARIABLE),DEFAULT,ALL,"DTICIKARANG BARAT","DTIWERU CIREBON"
7505,DTI(TRIP_ONCALL),DEFAULT,ALL,"DTICIKARANG BARAT","DTICIKARANG SELATAN"
7508,DTI(TRIP_ONCALL),DEFAULT,ALL,"DTICIKARANG BARAT","DTIKOTA BARU"
7536,DTI(TRIP_ONCALL),DEFAULT,ALL,"DTICIKARANG BARAT",DTICINAMBO
7552,DTI(TRIP_ONCALL),DEFAULT,ALL,"DTICIKARANG BARAT",DTIWARUNGKONDANG
7565,DTI(TRIP_ONCALL),DEFAULT,ALL,"DTICIKARANG BARAT","DTIWERU CIREBON"
7573,ELI(RENTAL),DEFAULT,ALL,ANYWHERE,ANYWHERE
7574,ERB(RENTAL),DEFAULT,ALL,ANYWHERE,ANYWHERE
7575,ERB(RENTAL),DEFAULT,ALL,ANYWHERE,ANYWHERE
7576,ERP_SBY(TRIP),DEFAULT,ALL,ERPJETIS,"ERPCIKARANG UTARA"
7741,EXIM_BSR(TRIP),DEFAULT,ALL,"EXIM_BSRTANJUNG PRIOK","EXIM_BSRCIKARANG SELATAN"
7835,EXIM_CML(TRIP),DEFAULT,ALL,"EXITANJUNG PRIOK_CML",EXIPADALARANG_CML
7939,EXIM_CML(TRIP),DEFAULT,ALL,"EXITANJUNG PRIOK_CML",EXIPADALARANG_CML
8040,EXIM_CML_ITT(TRIP),DEFAULT,ALL,"EXITANJUNG PRIOK_CML",EXIPADALARANG_CML
8080,EXIM_CML_ITT(TRIP),DEFAULT,ALL,"EXITANJUNG PRIOK_CML",EXIPADALARANG_CML
8088,EXIM_CML_ITT(TRIP),DEFAULT,ALL,"EXITANJUNG PRIOK_CML",EXIPADALARANG_CML
8140,EXIM_CML_ITT(TRIP),DEFAULT,ALL,"EXITANJUNG PRIOK_CML",EXIPADALARANG_CML
8180,EXIM_CMS(TRIP),DEFAULT,ALL,"EXIM_CMSTANJUNG PRIOK",EXIM_CMSCILEUNGSI(OW)
8261,EXIM_GCM(TRIP),DEFAULT,ALL,"EXIM_GCMTANJUNG PRIOK","EXIM_GCMTANJUNG PRIOK(REPO)"
8267,EXIM_GCM(TRIP),DEFAULT,ALL,"EXIM_GCMTANJUNG PRIOK","EXIM_GCMTELUKJAMBE TIMUR"
8269,EXIM_GCM(TRIP),DEFAULT,ALL,"EXIM_GCMTANJUNG PRIOK","EXIM_GCMCIKARANG SELATAN"
8275,EXIM_GCM(TRIP),DEFAULT,ALL,"EXIM_GCMTANJUNG PRIOK","EXIM_GCMCIKARANG SELATAN"
8278,EXIM_GCM(TRIP),DEFAULT,ALL,"EXIM_GCMTANJUNG PRIOK","EXIM_GCMTELUKJAMBE TIMUR"
8340,EXIM_GPJ(TRIP),DEFAULT,ALL,"EXIM_GPJTANJUNG PRIOK",EXIM_GPJCINAMBO
8348,EXIM_GSI(TRIP),DEFAULT,ALL,EXIM_GSIBENDA,EXIM_GSIWONOAYU
8349,EXIM_GSI(TRIP),DEFAULT,ALL,EXIM_GSIBENDA,EXIM_GSIWONOAYU
8350,EXIM_GSI(TRIP),DEFAULT,ALL,EXIM_GSIBENDA,EXIM_GSIWONOAYU
8518,EXIM_ISI(TRIP),DEFAULT,ALL,"EXIM_ISITANJUNG PRIOK",EXIM_ISICIMANGGIS
8567,EXIM_ITT(TRIP),DEFAULT,ALL,"EXIM_ITTTANJUNG PRIOK",EXIM_ITTPADALARANG
8680,EXIM_ITT_SMG(TRIP),DEFAULT,ALL,"EXIM_ITTSEMARANG UTARA",EXIM_ITTKARANGANYAR
8719,EXIM_LJI(TRIP),DEFAULT,ALL,"EXIM_LJITANJUNG PRIOK",EXIM_LJIPAKUHAJI
8764,EXIM_LTL(TRIP),DEFAULT,ALL,"EXIM_LTLTANJUNG PRIOK","EXIM_LTLCIKARANG TIMUR"
8765,EXIM_LTL(TRIP),DEFAULT,ALL,"EXIM_LTLTANJUNG PRIOK","EXIM_LTLCIKARANG TIMUR"
8771,EXIM_LTL(TRIP),DEFAULT,ALL,"EXIM_LTLTANJUNG PRIOK",EXIM_LTLCINAMBO
8857,EXIM_LTL_SBY(TRIP),DEFAULT,ALL,EXIM_LTLASEMROWO,EXIM_LTLBUDURAN
8870,EXIM_LTL_SBY(TRIP),DEFAULT,ALL,EXIM_LTLBENOWO,EXIM_LTLBUDURAN
8881,EXIM_LTL_SBY(TRIP),DEFAULT,ALL,EXIM_LTLASEMROWO,EXIM_LTLGUDO
8898,EXIM_LTL_SBY(TRIP),DEFAULT,ALL,EXIM_LTLBENOWO,EXIM_LTLGUDO
8916,EXIM_LTL_SBY(TRIP),DEFAULT,ALL,"EXIM_LTLPABEAN CANTIAN",EXIM_LTLBUDURAN
8925,EXIM_LTL_SBY(TRIP),DEFAULT,ALL,"EXIM_LTLPABEAN CANTIAN",EXIM_LTLGUDO
9079,EXIM_MUM_SBY(TRIP),DEFAULT,ALL,EXIM_MUMBENOWO,EXIM_MUMTARIK
9080,EXIM_MUM_SBY(TRIP),DEFAULT,ALL,EXIM_MUMTARIK,EXIM_MUMBENOWO
9081,EXIM_MUM_SBY(TRIP),DEFAULT,ALL,"EXIM_MUMPABEAN CANTIAN",EXIM_MUMTARIK
9103,EXIM_PKG(TRIP),DEFAULT,ALL,"EXIM_PKGTANJUNG PRIOK","EXIM_PKGBABAKAN MADANG"
9152,EXIM_PPT(TRIP),DEFAULT,ALL,"EXIM_PPTTANJUNG PRIOK",EXIM_PPTPADALARANG
9321,EXIM_PPT_SMG(TRIP),DEFAULT,ALL,"EXIM_PPTSEMARANG UTARA",EXIM_PPTKARANGANYAR
9649,GCM(TRIP_ONCALL),DEFAULT,ALL,"GCMCIKARANG BARAT","GCMCIKARANG SELATAN"
9650,GCM(TRIP_ONCALL),DEFAULT,ALL,"GCMCIKARANG BARAT","GCMCIKARANG SELATAN"
9651,GCM(TRIP_ONCALL),DEFAULT,ALL,"GCMCIKARANG BARAT","GCMCIKARANG SELATAN"
9652,GCM(TRIP_ONCALL),DEFAULT,ALL,"GCMCIKARANG BARAT","GCMCIKARANG SELATAN"
9661,GCM(TRIP_ONCALL),DEFAULT,ALL,"GCMCIKARANG BARAT","GCMCIKARANG SELATAN"
9668,GCM(TRIP_ONCALL),DEFAULT,ALL,"GCMCIKARANG BARAT","GCMCIKARANG TIMUR"
9669,GCM(TRIP_ONCALL),DEFAULT,ALL,"GCMCIKARANG BARAT","GCMCIKARANG TIMUR"
9733,GCM(TRIP_ONCALL),DEFAULT,ALL,"GCMSERANG BARU",GCMCITEUREUP
9737,GCM(TRIP_ONCALL),DEFAULT,ALL,"GCMSERANG BARU",GCMCITEUREUP
9738,GCM(TRIP_ONCALL),DEFAULT,ALL,"GCMSERANG BARU",GCMCITEUREUP
9741,GCM(TRIP_ONCALL),DEFAULT,ALL,"GCMSERANG BARU",GCMCITEUREUP
9744,GCM(TRIP_ONCALL),DEFAULT,ALL,"GCMSERANG BARU",GCMCITEUREUP
9747,GCM(TRIP_ONCALL),DEFAULT,ALL,"GCMSERANG BARU",GCMCITEUREUP
9752,GCM(TRIP_ONCALL),DEFAULT,ALL,"GCMSERANG BARU","GCMSINDANG JAYA"
9753,GCM(TRIP_ONCALL),DEFAULT,ALL,"GCMSERANG BARU","GCMSINDANG JAYA"
9754,GCM(TRIP_ONCALL),DEFAULT,ALL,"GCMSERANG BARU","GCMSINDANG JAYA"
9755,GCM(TRIP_ONCALL),DEFAULT,ALL,"GCMSERANG BARU","GCMSINDANG JAYA"
9756,GCM(TRIP_ONCALL),DEFAULT,ALL,"GCMSERANG BARU","GCMSINDANG JAYA"
9779,GCM(TRIP_ONCALL),DEFAULT,ALL,"GCMSERANG BARU","GCMCIKARANG SELATAN"
9851,GDI_SBY(TRIP),DEFAULT,ALL,GDINGAJUM,GDICIHIDEUNG
9863,GDI_SBY(TRIP),DEFAULT,ALL,GDINGAJUM,GDISELEBAR
9886,GST_SMG(TRIP_ONCALL),DEFAULT,ALL,GSTSLAWI(1P),"GSTNALO TATAN"
9928,HMK(TRIP_ONCALL),DEFAULT,ALL,HMKPULOAMPEL,"HMKSINDANG JAYA"
9933,HMK(TRIP_ONCALL),DEFAULT,ALL,HMKCIWANDAN,"HMKSINDANG JAYA"
9942,HMS(TRIP_ONCALL),DEFAULT,ALL,HMSCIWANDAN,"HMSSINDANG JAYA"
9944,HMS(TRIP_ONCALL),DEFAULT,ALL,HMSPULOAMPEL,"HMSSINDANG JAYA"
9950,HPK(TRIP_ONCALL),DEFAULT,ALL,"HPKCIKARANG BARAT","HPKCIKARANG SELATAN"
9952,HPK(TRIP_ONCALL),DEFAULT,ALL,"HPKCIKARANG BARAT(OS)","HPKCIKARANG SELATAN(OS)"
9959,HPK(TRIP_ONCALL),DEFAULT,ALL,"HPKCIKARANG BARAT","HPKTELUKJAMBE TIMUR"
10484,IDC(TRIP_ONCALL),DEFAULT,ALL,BPRJAKARTA(EMPTY),BPRPALEMBANG
10556,IKP(RENTAL),DEFAULT,ALL,ANYWHERE,ANYWHERE
10578,IKP(TR),DEFAULT,ALL,IKPKRAGILAN,"IKPJAKARTA TIM MULTIMAS ABADI"
10590,IKP(TRIP_ONCALL),DEFAULT,ALL,"IKPCIKARANG UTARA","IKPCIKARANG UTARA(R3)"
10591,IKP(TRIP_ONCALL),DEFAULT,ALL,"IKPCIKARANG UTARA","IKPCIKARANG UTARA(R2)"
10592,IKP(TRIP_ONCALL),DEFAULT,ALL,"IKPCIKARANG UTARA","IKPCIKARANG UTARA(R1)"
10597,IKP(TRIP_ONCALL),DEFAULT,ALL,"IKPCIKARANG UTARA","IKPCIKARANG UTARA(R3)"
10598,IKP(TRIP_ONCALL),DEFAULT,ALL,"IKPCIKARANG UTARA","IKPCIKARANG UTARA(R2)"
10599,IKP(TRIP_ONCALL),DEFAULT,ALL,"IKPCIKARANG UTARA","IKPCIKARANG UTARA(R1)"
10693,ILC(TRIP),DEFAULT,ALL,"ILCTELUK JAMBE TIMUR","ILCTELUK JAMBE(BL)"
10694,ILC(TRIP),DEFAULT,ALL,"ILCTELUK JAMBE TIMUR","ILCTELUK JAMBE(R1)"
10695,ILC(TRIP),DEFAULT,ALL,"ILCTELUK JAMBE TIMUR","ILCTELUK JAMBE(R2)"
10696,ILC(TRIP),DEFAULT,ALL,"ILCTELUK JAMBE","ILCTELUK JAMBE(R2)"
10697,ILC(TRIP),DEFAULT,ALL,"ILCTELUK JAMBE TIMUR","ILCTELUK JAMBE(BL)"
10698,ILC(TRIP),DEFAULT,ALL,"ILCTELUK JAMBE","ILCTELUK JAMBE"
10699,ILC(TRIP),DEFAULT,ALL,"ILCTELUK JAMBE TIMUR","ILCTELUK JAMBE(R2)"
10700,ILC(TRIP),DEFAULT,ALL,"ILCTELUK JAMBE","ILCTELUK JAMBE(R1)"
